"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"San Benito","San Benito News","*",NA,"2480 Suite 7 Hwy 77, 77 Plaza","San Benito TX 78586","PO Box 1791","San Benito, TX 78586","www.sbnewspaper.com","956-399-2436","NA","publisher@sbnewspaper.com",904,"Cameron","Friday",1929,"6 col x 20.5”","1.611","34","35","27","Ray Quiroga","Louie Diaz","Patricia McGrath",48061,24.4,34.6,2.2909,0.2913,20.3517,2.3376,3.6755,423908,1115,902,6.1,427881,59,13.8,52,12.2,212,49.5,77,18,83,19.4,254,59.4,"Metropolitan Statistical Area","Central",15180,"Brownsville-Harlingen, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,22.3,9.50080400553897,3.81789808962583,29.8536658287048,261,1,0,94,303,0,0,84,60.9982682100865,0.233709839885389,0,21.9687249492265,70.8140814852728,0,0,19.6316265503727,20,4.7,28,5,16,6.54387551679088,"Non I-35 Corridor",0.983333333333333,"061","Cameron",4,FALSE,0.898328733698935,0.266815902707011,0.4754,0.219681952514023,0.0414306105627149,0.125707163104883,0.0418286725236726,0.00867292575541304,0.00531553446854707,0.236224875559196,0.0563090385378278,41200,FALSE,FALSE
"San Marcos","San Marcos Daily Record","*","*","1910 IH-35 S.","San Marcos, TX 78666-5901","PO Box 1109","San Marcos, TX 78667-1109","www.sanmarcosrecord.com","512-392-2458","512-392-1514","lwinter@sanmarcosrecord.com",3062,"Hays","Daily (Ex Mon Sat)",1912,"6 col. x 21”","1.69","25","45","21","Lance Winter","Nick Castillo","Marcy Holt",48209,9.6,9.9,1.8166,0.0927,17.2269,3.3428,1.6621,222631,356,219,2.8,234896,72,30.7,88,37.5,214,91.1,27,11.5,121,51.5,150,63.9,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,22.2,11.6150281871845,4.69164174275202,14.4794166088104,88,0,0,1,120,0,0,1,37.463388052585,0,0,0.425720318779375,51.086438253525,0,0,0.425720318779375,15,6.4,46,16,34,19.5831346638512,"I-35 Corridor",0.983333333333333,"209","Hays",5,FALSE,0.394507846894676,0.12748943035158,0.4503,0.193542627585181,0.0346972176759411,0.24870554976938,0.102901353965184,0.0141422407379854,0.0200193423597679,0.0665111308065273,0.0551002312071666,68724,FALSE,FALSE
"San Saba","San Saba News & Star","*","*","505 E. Wallace","San Saba, TX 76877-3603","PO Box 815","San Saba, TX 76877-0815","www.sansabanews.com","325-372-5115","325-480-2911","editor.sansabanews@centex.net",1559,"San Saba","Thursday",1873,"6 col. x 21”","1.771","11","68","28","Brett Wesner","Donna Webb","Yvonne Contreras",48411,17.4,26.1,1.581,NA,14.1304,1.6798,2.3715,6054,5,1,3.3,5873,2,34.1,0,0,3,51.1,1,17,1,17,1,17,NA,NA,NA,NA,NA,7,"TX",6,9,5.6,NA,6.33507853403141,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,17.0270730461434,"Non I-35 Corridor",0.866666666666667,"411","San Saba",1,TRUE,0.304630246502332,0.133408071748879,0.4772,0.296331586469747,0.07336827060505,0.14292520247737,0.0200095283468318,0.00619342544068604,0.00452596474511672,0.0684161199625117,0.0220440881763527,45169,FALSE,TRUE
"Schulenburg","Schulenburg Sticker","*",NA,"405 N. Main St.","Schulenburg, TX 78956-1561","PO Box 160","Schulenburg, TX 78956-0160","www.schulenburgsticker.com","979-743-3450","979-743-4609","news@schulenburgsticker.com",1837,"Fayette","Thursday",1894,"6 col. x 21”","1.833","10","85","18","Diane Prause/Darrell Vyvjala","Diane Prause/Darrell Vyvjala","Carla Ricicar",48149,9.4,14.4,1.5449,NA,15.7504,1.5851,2.5482,25349,27,12,3.1,26086,0,0,0,0,5,19.2,6,23,4,15.3,12,46,NA,NA,NA,NA,NA,6,"TX",6,4,63.2,28.6474319623491,7.31328013095969,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,22,2,10,84.3364256689412,"Non I-35 Corridor",0.883333333333333,"149","Fayette",3,FALSE,0.213609537766863,0.112269963355213,0.4509,0.355100714749838,0.0398527182152913,0.163038769763916,0.0481373186051549,0.00698505523066927,0.00519818063677713,0.0746152994575446,0.0408522627223103,62872,FALSE,FALSE
"Seguin","Seguin Gazette","*","*","805 E Court St. Ste 200","Seguin, TX 78155","PO Box 1200","Seguin, TX 78156-1200","www.seguingazette.com","830-463-0760",NA,"editor@seguingazette.com",2630,"Guadalupe","Sunday / Wednesday",1888,"6 col. x 21”","1.556","15","44","19","Elizabeth Engelhardt","Felicia Frazar","Delilah Reyes",48187,8.5,10.7,1.6491,0.107,15.4592,2.864,2.1653,163694,364,250,3.1,170266,25,14.7,47,27.6,111,65.2,19,11.2,80,47,61,35.8,"Metropolitan Statistical Area","Central",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,18.9,10.4223362245666,9.59955068150498,13.9921694993973,10,0,0,0,0,0,0,0,5.87316316821914,0,0,0,0,0,0,0,6,3.5,21,6,26,12.3336426532602,"I-35 Corridor",0.983333333333333,"187","Guadalupe",1,TRUE,0.382285468932098,0.0900627868414679,0.3973,0.262866419294991,0.0437105751391466,0.180890538033395,0.0801669758812616,0.00908163265306122,0.0100463821892393,0.0774726260994436,0.0449983568015775,75774,FALSE,TRUE
"Seminole","Seminole Sentinel","*","*","406 S. Main St.","Seminole, TX 79360-5058","PO Drawer 1200","Seminole, TX 79360-1200","www.seminolesentinel.com","432-758-3667","432-758-2136","news@seminolesentinel.com",1271,"Gaines","Sunday / Wednesday",1907,"6 col. x 21”","1.67","19","88","31","Christy Hawkins",NA,"Misty Ramirez",48165,11.1,19.8,1.2295,NA,15.4372,1.776,1.571,20901,21,17,2.8,22121,1,4.5,0,0,3,13.6,1,4.5,1,4.5,8,36.2,NA,NA,NA,NA,NA,7,"TX",6,9,10.7,NA,1.92147421057505,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,15,45.2059129334117,"Non I-35 Corridor",0.866666666666667,"165","Gaines",1,TRUE,0.417374389144565,0.145227424430247,0.4405,0.25540361711513,0.0680194089104543,0.0737538597265108,0.027613586237318,0.00308778120864579,0,0.0695814903028241,0.0381346454931783,62994,FALSE,TRUE
"Seymour","Baylor County Banner","*","*","109 E. Morris St.","Seymour, TX 76380","PO Box 912","Seymour, TX 76380-0912","www.baylorbanner.com/","940-889-2616","940-889-3610","banner@srcaccess.net",1012,"Baylor","Thursday",1895,"6 col. x 21”","1.610","13","69","28","Matt & Suzette Gwinn","Matt Gwinn","Tammy Billingsley",48023,15.3,21.8,1.7949,NA,20.8974,4.2308,3.0769,3582,7.07,4.89,2.6,3624,0,0,0,0,2,55.2,1,27.6,0,0,6,165.6,NA,NA,NA,NA,NA,8,"TX",6,6,33.8,NA,6.40692640692641,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,110.37527593819,"Non I-35 Corridor",0.866666666666667,"023","Baylor",1,TRUE,0.15252808988764,0.14824485059472,0.4516,0.316580925999209,0.0621290067273447,0.170953700039573,0.035615354174911,0.00316580925999209,0,0.101789019123998,0.0179880079946702,40946,FALSE,TRUE
"Shamrock","County Star-News","*",NA,"212 N. Main Street","Shamrock, TX 79079-2228","212 N. Main Street","Shamrock, TX 79079-2228","www.countystarnews.com","806-256-2070",NA,"jeff@countystarnews.com",1545,"Wheeler","Thursday",1993,"6 col. x 21”","1.833","13","88","28","Jeff & Angela Blackmon",NA,"Michaelle Walden",48483,13.5,20.3,1.3793,0,14.5977,2.4138,2.1839,5191,3,2,4.3,5783,0,0,0,0,2,34.6,1,17.3,0,0,3,51.9,NA,NA,NA,NA,NA,9,"TX",6,10,4.3,NA,5.77154308617235,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,155.628566487982,"Non I-35 Corridor",0.883333333333333,"483","Wheeler",2,FALSE,0.258145363408521,0.170436817472699,0.4306,0.233818078129455,0.0727117194183062,0.118619903051041,0.0285143997718848,0.00256629597946963,0.00285143997718848,0.126699029126214,0.0446497305619707,49036,FALSE,FALSE
"Shepherd","San Jacinto News-Times","*",NA,"100 Calhoun","Livingston, Texas 77351","PO Box 1689","Shepherd, Texas 77371","www.easttexasnews.com","936-628-6851","936-327-7156","news@sanjacnews.com",798,"San Jacinto","Thursday",1904,"6 col. x 21”","1.6273","8","18","5","Kelli Barnes","Tony Farkas","Madison Bland",48407,16.1,26.1,1.7296,0,17.5786,5.2201,2.5786,28719,61,51,5.1,28844,1,3.5,2,6.9,2,6.9,1,3.5,2,6.9,4,13.9,NA,NA,NA,NA,NA,8,"TX",6,4,3.4,NA,8.31691117436683,26.1826246976852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,21,34.6692553043961,"Non I-35 Corridor",0.883333333333333,"407","San Jacinto",1,TRUE,0.135052845243928,0.135859421769905,0.441,0.328465382562709,0.0968900101887342,0.0999951482218233,0.0256659065547523,0.0120809276599874,0.0139246033671341,0.150941536034704,0.0729801665664978,44566,FALSE,TRUE
"Sherman","Herald Democrat","*","*","603 S. Sam Rayburn Fwy.","Sherman, TX 75091","PO Box 1128","Sherman, TX 75091","www.heralddemocrat.com","903-893-8181","903-893-8180","news@heralddemocrat.com",7304,"Grayson","Daily (ex Mon Sat)",1879,"6 col. x 21”","1.527","4","62","30","Nate Rodriguez","Future Brown","Nate Rodriguez",48181,13.6,20.8,2.093,0.1763,19.5803,4.1474,2.8531,133991,379,277,3.3,131710,36,27.3,21,15.9,94,71.4,23,17.5,46,34.9,124,94.1,"Metropolitan Statistical Area","Central",43300,"Sherman-Denison, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,64.4,2.21331975830548,7.57324243966859,24.2695182561874,530,0,0,11,384,0,0,6,402.399210386455,0,0,8.3516817250019,291.549616581884,0,0,4.55546275909194,6,4.6,33,7,21,25.0550451750057,"Non I-35 Corridor",0.983333333333333,"181","Grayson",4,FALSE,0.136654010050402,0.119879218744028,0.4405,0.241115315055422,0.0586283799527334,0.140768027339199,0.0472555394055056,0.00959756787644102,0.0082439224649661,0.107912502280698,0.0437163485070974,58296,FALSE,FALSE
"Shiner","The Shiner Gazette","*",NA,"1509 N. Avenue E","Shiner, TX 77984","PO Box 727","Shiner, TX 77984-0727","www.lavacacountytoday.com","361-594-3346","361-594-2655","shinergazette@sbcglobal.net",1463,"Lavaca","Thursday",1892,"6 col. x 21”","1.5625","27","13","18","L.M. ""Buddy"" Preuss","Bobby Horecka","Kristie Bludau",48285,10.6,14.5,1.6277,0,20.0407,2.8484,3.586,20110,29,22,3.2,20735,1,4.8,1,4.8,6,28.9,4,19.3,1,4.8,13,62.7,NA,NA,NA,NA,NA,6,"TX",6,6,12.4,NA,6.24969267836947,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,3,3,83,14.4682903303593,"Non I-35 Corridor",0.883333333333333,"285","Lavaca",4,FALSE,0.191859306496612,0.0903064606598338,0.4543,0.370703941206139,0.0363138554650911,0.132934649470423,0.0391238561856041,0.00468333453418834,0.00187333381367534,0.0842611336032389,0.0331945778631658,54211,FALSE,FALSE
"Silsbee","The Bee","*",NA,"404 Hwy. 96 S.","Silsbee, TX 77656-4810","PO Box 547","Silsbee, TX 77656-0547","www.silsbeebee.com","409-385-5278","409-385-5270","editor@silsbeebee.com",2818,"Hardin","Wednesday",1919,"6 col. x 21”","1.833","36","18","3","Jay Williams","Dannie Oliveaux","Stacey Willmann",48199,10.4,12.9,1.4731,NA,20.0982,7.3993,2.743,57207,154,162,5.6,56486,8,14.2,2,3.5,26,46,18,31.9,7,12.4,10,17.7,"Metropolitan Statistical Area","Outlying",13140,"Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,16.7,NA,7.38382742615283,16.871777176857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,17,28.3256028042347,"Non I-35 Corridor",0.95,"199","Hardin",1,TRUE,0.0600983332171002,0.120423467137186,0.439,0.338171337399315,0.0574641653156283,0.13888674438354,0.0322447824184873,0.00349983272858283,0.00597030288993541,0.123843685104776,0.0393981389823797,61221,FALSE,TRUE
"Portland","The News of San Patricio","*","*","111 N. Washington","Beeville, TX 78102","111 N. Washington","Beeville, TX 78102","www.mysoutex.com","361-358-2550","361-358-5323","sinton@mysoutex.com",1306,"San Patricio","Thursday",1908,"6 col. x 21.5”","1.56","34","43","27","Dennis Wade","Paul Gonzales","Dennis Wade",48409,14.8,21.6,2.4099,NA,19.6645,5.9186,2.7376,66893,221,194,6.9,71325,16,22.4,5,7,22,30.8,7,9.8,8,11.2,22,30.8,"Metropolitan Statistical Area","Central",18580,"Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,27.6,5.81775870845757,7.49618209584757,23.7079069018364,1,0,0,0,0,0,0,0,1.40203294777427,0,0,0,0,0,0,0,0,0,20,5,25,28.0406589554855,"Non I-35 Corridor",0.966666666666667,"409","San Patricio",2,FALSE,0.581477997282325,0.151708138106719,0.4585,0.258903663753022,0.0686256276734238,0.107797098753952,0.0416589176120513,0.00629998140226892,0.00304537846382741,0.17547604815985,0.0499512260755491,56111,FALSE,FALSE
"Slaton","The Slatonite","*",NA,"139 S. 9th St.","Slaton, TX 79364-4121","PO Box 667","Slaton, TX 79364-0667","www.slatonitenews.com","806-828-6201","806-828-6202","slatonite@sbcglobal.net",1379,"Lubbock","Thursday",1911,"6 col. x 21”","1.5560","19","83","28","Bill Crist","Melissa McCaghren",NA,48303,15.8,18.4,1.6691,0.2669,19.3921,2.5176,2.8602,307412,1211,1174,3,317210,108,34,66,20.8,379,119.5,160,50.4,123,38.8,274,86.4,"Metropolitan Statistical Area","Central",31180,"Lubbock, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,85.7,11.91093198214,5.00291334957942,17.2895476222038,137,0,0,6,121,0,0,5,43.1890545695281,0,0,1.89149144100123,38.1450773935248,0,0,1.57624286750102,19,6,91,32,35,28.6876201885186,"Non I-35 Corridor",0.983333333333333,"303","Lubbock",4,FALSE,0.35809618926561,0.185177429052023,0.4832,0.199682826128565,0.0513384190523063,0.199901566729555,0.079014573592541,0.0184945178136877,0.0225904355672217,0.117775775518085,0.0431763995295165,53425,FALSE,FALSE
"Smithville","Smithville Times","*",NA,"1106 College Street, Ste. D","Bastrop, TX 78602","PO Box 859","Bastrop, TX 78602","www.statesman.com/smithville","512-321-2557","512-321-1680","asevilla@statesman.com",323,"Bastrop","Thursday",1895,"6 col. x 21”","1.55""","10, 27","17","5","Patrick Dorsey","Andy Sevilla","Andrea Vick",48021,10.8,16.4,2.3939,NA,18.6427,3.6247,2.4277,86976,304,271,3.1,86105,32,37.2,24,27.9,55,63.9,8,9.3,18,20.9,25,29,"Metropolitan Statistical Area","Outlying",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,13.3,5.14318630678078,5.93523699802502,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,45,13,28,52.2617734161779,"I-35 Corridor",0.966666666666667,"021","Bastrop",3,FALSE,0.387913264777347,0.11271802755277,0.418,0.253382167391,0.052747791952895,0.145906350764054,0.0471926258236366,0.00879714005327352,0.0134585728305061,0.0855843808504948,0.0511963144598009,71820,FALSE,FALSE
"Snyder","The Snyder News","*","*","3600 College Ave.","Snyder, TX 79549-4637","PO Box 949","Snyder, TX 79550-0949","www.thesnydernews.com","325-573-5486","325-573-0044","news@thesnydernews.com",2533,"Scurry","Wednesday/Saturday",1950,"6 col. x 21”","1.67","19","83","31","Bill Crist","Bill Crist","Christy Rush",48415,13.8,17.6,1.7259,NA,15.6345,2.8426,2.9949,16866,45.39,12.55,4.4,18368,2,10.9,1,5.4,3,16.3,2,10.9,0,0,13,70.8,"Micropolitan Statistical Area","Central",43660,"Snyder, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,15.5,NA,4.41767068273092,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,21.7770034843206,"Non I-35 Corridor",0.95,"415","Scurry",1,TRUE,0.410686842416361,0.127456899443215,0.4231,0.222707813057438,0.107295754548698,0.115055297895112,0.0312165536924724,0.0103460577952194,0.00454869782376026,0.0510220768601799,0.0349408027721629,50277,FALSE,TRUE
"Sonora","Devil's River News","*","*","224 East Main Street","Sonora, TX 76950","224 East Main Street","Sonora, TX 76950","https://devilsriver.news","325-387-2507",NA,"editor@devilsriver.news",905,"Sutton","Thursday",1890,"6 col. x 21”","1.75","23","53","24","Randy Mankin","Angie Bryant","Kendra Vyvlecka",48435,11.7,17.3,1.8425,NA,10.2178,NA,NA,3758,7,2,5.7,4381,1,22.8,0,0,0,0,0,0,0,0,2,45.7,NA,NA,NA,NA,NA,7,"TX",6,11,15,NA,7.47330960854093,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,5,91.3033553983109,"Non I-35 Corridor",0.816666666666667,"435","Sutton",1,TRUE,0.681782230424466,0.139337748344371,0.3975,0.287277147487844,0.0384927066450567,0.11709886547812,0.0632090761750405,0.00324149108589951,0,0.0959438377535101,0.0625,61190,FALSE,TRUE
"Spearman","The Hansford County Reporter-Statesman","*","*","310 Barkley Street","Spearman TX 79081-3118","PO Box 490","Spearman TX 79081-0490","www.reporterstatesman.com","806-659-3434",NA,"ReporterStatesman@gmail.com",807,"Hansford","Thursday",1907,"6 col. x 21”","1.7","13","87","31","Catherine Ritchie","Catherine Ritchie","Catherine Ritchie",48195,10.7,15.4,NA,0,14.9798,NA,2.0243,5463,3,3,2.2,5820,0,0,0,0,2,34.4,0,0,0,0,4,68.7,NA,NA,NA,NA,NA,7,"TX",6,9,5.9,NA,4.29517502365184,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,17.1821305841924,"Non I-35 Corridor",0.85,"195","Hansford",1,TRUE,0.478917326459216,0.113204028347631,0.4012,0.219832735961768,0.0546594982078853,0.203703703703704,0.0229988052568698,0,0.00537634408602151,0.0672404518558365,0.109664694280079,46507,FALSE,TRUE
"Springtown","Springtown Epigraph","*",NA,"109 East 1st St.","Springtown, TX 76082","PO Box 557","Springtown TX 76082","www.springtown-epigraph.net","817-220-7217",NA,"Publisher@azlenews.net",937,"Parker","Thursday",1964,"6 col x 21”","1.667","12, 13","60","30","Kim Ware","David Montesino","Kim Ware",48367,8,9.8,1.7363,NA,19.2668,3.5823,2.6464,138371,425,363,3,135621,25,18.4,14,10.3,91,67.1,18,13.3,47,34.7,68,50.1,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,27.4,4.7226457610881,6.79656191388593,16.9883906841278,103,0,1,0,0,0,0,0,75.9469403705916,0,0.737348935636811,0,0,0,0,0,4,2.9,43,13,30,31.7060042323829,"Non I-35 Corridor",0.966666666666667,"367","Parker",3,FALSE,0.127557838017436,0.082389296933926,0.4286,0.223565439924618,0.0574680643745115,0.17290745360902,0.0758424259296934,0.0115642834962684,0.00667087835016222,0.0574725178851858,0.0474525988045059,84189,FALSE,FALSE
"Spur","Texas Spur","*",NA,"424 N. Burlington","Spur, TX 79370-2420","PO Box 430","Spur, TX 79370-0430","www.thetexasspur.com","806-271-3381",NA,"spur@thetexasspur.com",1090,"Dickens","Thursday",1909,"6 col. x 21”","1.833","13","83","28","Kay Ellington","Barbara A. Brannon","Kay Elliington",48125,18.9,27.7,NA,0,15.7025,NA,NA,2249,371.02,211.88,3.4,2174,1,46,0,0,0,0,1,46,0,0,0,0,NA,NA,NA,NA,NA,8,"TX",6,7,NA,NA,8.98305084745763,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.75,"125","Dickens",1,TRUE,0.295142071494042,0.152771084337349,0.4957,0.281577325939618,0.0517560073937153,0.113986444855206,0.0480591497227357,0.0141712877387554,0.00985828712261245,0.111498257839721,0.0632911392405063,41141,FALSE,TRUE
"Stamford","New Stamford American","*",NA,"102 S. Swenson","Stamford, TX 79553","PO Box 870","Stamford, TX 79553-0870",NA,"325-773-5550","325-773-5551","callie@americannewspapers.net",315,"Jones","Friday",2009,"6 col x 10.5”","1.61","19","69, 71","28","Callie Metler","Kay Spears","Callie Metler",48253,19.5,21.2,1.7008,NA,16.0052,2.0933,2.9655,19817,35,22,4,19735,3,15.2,0,0,5,25.3,3,15.2,2,10.1,4,20.3,"Metropolitan Statistical Area","Outlying",10180,"Abilene, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,10.8,NA,5.8892335859228,27.9468238353729,3,0,0,0,0,0,0,0,15.2014187990879,0,0,0,0,0,0,0,0,0,8,3,36,40.5371167975678,"Non I-35 Corridor",0.95,"253","Jones",4,FALSE,0.277900774881755,0.114512204693509,0.4142,0.20940891015704,0.172137224506302,0.0919997304037204,0.0226460874839927,0.00181977488710656,0.00202197209678506,0.138328019837053,0.0598585162343552,52471,FALSE,FALSE
"Stamford","The Stamford Star","*",NA,"202 E. Hamilton","Stamford, TX 79553","PO Box 1178","Stamford, TX 79553-1178","www.thestamfordstar.com","325-773-5100",NA,"news@thestamfordstar.com",1310,"Jones","Friday",2006,"6 col. x 21”","1.5625","19","69, 71","28","Audra Arendall","Dusty Garison","Audra Arendall",48253,19.5,21.2,1.7008,NA,16.0052,2.0933,2.9655,19817,35,22,4,19735,3,15.2,0,0,5,25.3,3,15.2,2,10.1,4,20.3,"Metropolitan Statistical Area","Outlying",10180,"Abilene, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,10.8,NA,5.8892335859228,27.9468238353729,3,0,0,0,0,0,0,0,15.2014187990879,0,0,0,0,0,0,0,0,0,8,3,36,40.5371167975678,"Non I-35 Corridor",0.95,"253","Jones",4,FALSE,0.277900774881755,0.114512204693509,0.4142,0.20940891015704,0.172137224506302,0.0919997304037204,0.0226460874839927,0.00181977488710656,0.00202197209678506,0.138328019837053,0.0598585162343552,52471,FALSE,FALSE
"Stanton","Martin County Messenger","*","*","210 St. Peter","Stanton, TX 79782","PO Box 1488","Stanton, TX 79782-1488","www.martincountymessenger.com","432-756-2090","No Fax","mcmessenger@crcom.net",958,"Martin","Thursday",1925,"6 col. x 21”","1.833","19","82","31","David Butler","David Butler","Tiffany Peters",48317,11.1,17,2.439,0,18.1185,2.439,3.1359,5753,7,4,3.2,6044,0,0,0,0,0,0,0,0,1,16.5,3,49.6,"Metropolitan Statistical Area","Outlying",33260,"Midland, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,24.5,NA,4.2963528737827,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,20,314.361350099272,"Non I-35 Corridor",0.966666666666667,"317","Martin",1,TRUE,0.477801268498943,0.1022767698328,0.4514,0.272417002792429,0.0691901954700589,0.114799875892026,0.0713620850139621,0.00713620850139622,0.00062053986968662,0.0859465737514518,0.0404078549848943,70000,FALSE,TRUE
"Stephenville","Stephenville Empire-Tribune","*","*","702 E South Loop","Stephenville, TX 76401-5310","PO Box 958","Stephenville, TX 76401-0009","www.yourstephenvilletx.com","254-965-3124","254-965-4269","news@empiretribune.com",2167,"Erath","Wednesday / Saturday",1871,"6 col. x 21”","1.667","11, 25","59","22","Nate Rodriguez","Jill Nevels-Haun",NA,48143,12.6,15.5,0.9091,0.9313,17.6497,1.3304,2.439,42446,72,72,2.9,41526,22,53,5,12,50,120.4,6,14.4,17,40.9,21,50.6,"Micropolitan Statistical Area","Central",44500,"Stephenville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,35.2,14.1027147725937,5.40604066282759,22.1984326839447,4,0,0,0,0,0,0,0,9.63251938544526,0,0,0,0,0,0,0,0,0,17,4,26,40.9382073881424,"Non I-35 Corridor",0.983333333333333,"143","Erath",1,TRUE,0.21290200350495,0.16504902692748,0.47,0.202932193036042,0.0563632661372429,0.222317246996538,0.0834453268173488,0.0122989207900631,0.0116880472408878,0.0781041856551918,0.0495852275390167,55383,FALSE,TRUE
