Area,Age group,Race,Sex,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Uvalde,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Uvalde,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Uvalde,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,All,All,Cases,--,--,--,--,--,--,--,--,--,8
Val Verde,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,16.32
Val Verde,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,7
Val Verde,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,27.94
Val Verde,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,7
Val Verde,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,17.35
Val Verde,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,6
Val Verde,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,29.69
Val Verde,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Val Verde,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Val Verde,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Van Zandt,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Van Zandt,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,All,All,Cases,7,--,8,--,--,9,--,7,5,6
Victoria,All,All,All,Rate,8.06,-0.01,8.98,-0.01,-0.01,9.77,-0.01,7.6,5.44,6.52
Victoria,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,All,Male,Cases,--,--,6,--,--,8,--,5,5,--
Victoria,All,All,Male,Rate,-0.01,-0.01,13.77,-0.01,-0.01,17.69,-0.01,11.08,11.11,-0.01
Victoria,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,5,--
Victoria,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,11.5,-0.01
Victoria,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,5,--
Victoria,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,23.27,-0.01
Victoria,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,White,All,Cases,--,--,--,--,--,5,--,--,--,--
Victoria,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,11.84,-0.01,-0.01,-0.01,-0.01
Victoria,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Victoria,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Victoria,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,All,All,Cases,5,6,6,12,7,11,8,6,13,12
Walker,All,All,All,Rate,7.33,8.77,8.75,17.29,9.99,15.53,11.14,8.24,17.78,16.44
Walker,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,All,Male,Cases,5,--,6,11,7,9,6,--,10,10
Walker,All,All,Male,Rate,12.45,-0.01,14.9,26.95,17.02,21.74,14.3,-0.01,23.52,23.6
Walker,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Black,All,Cases,--,5,--,7,--,7,5,--,7,6
Walker,All,Black,All,Rate,-0.01,32.59,-0.01,44.89,-0.01,43.35,30.26,-0.01,41.55,35.67
Walker,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Black,Male,Cases,--,--,--,7,--,6,--,--,5,5
Walker,All,Black,Male,Rate,-0.01,-0.01,-0.01,69.78,-0.01,58.33,-0.01,-0.01,46.87,46.78
Walker,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Walker,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Walker,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,All,All,Cases,--,7,--,6,5,--,5,9,9,--
Waller,All,All,All,Rate,-0.01,15.87,-0.01,13.21,10.69,-0.01,9.99,17.4,16.82,-0.01
Waller,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,All,Male,Cases,--,--,--,6,--,--,5,6,7,--
Waller,All,All,Male,Rate,-0.01,-0.01,-0.01,26.75,-0.01,-0.01,20.09,23.32,26.26,-0.01
Waller,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Waller,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Waller,All,Black,All,Cases,--,6,--,5,--,--,--,--,5,--
Waller,All,Black,All,Rate,-0.01,52.98,-0.01,42.12,-0.01,-0.01,-0.01,-0.01,38.77,-0.01
Waller,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
